Timestamp,Pickup Postcode,Dropoff Postcode,Distance (km),Duration (minutes),Fare Amount (£),Tip (%),Tip Amount (£),Total Amount (£),Payment Type,Passenger Count
2024-02-08 22:59:52,G206HA,G428AJ,7.244,12.25,13.06,0.0%,0.0,13.06,Card,1
2024-02-08 23:05:18,G414SB,G120PZ,10.069,19.13,18.71,10.0%,1.87,20.58,Card,2
2024-02-08 23:18:25,G225HT,G140NP,11.349,20.77,20.25,10.0%,2.02,22.27,Card,1
2024-02-08 23:25:21,G428YS,G511RF,5.183,12.88,12.84,0.0%,0.0,12.84,Card,1
2024-02-08 23:29:06,G129EY,G512DB,5.087,12.3,12.56,0.0%,0.0,12.56,Card,2
2024-02-08 23:32:44,G117TP,G133SY,4.877,10.13,11.64,0.0%,0.0,11.64,Card,1
2024-02-08 23:43:40,G36PR,G235ES,5.832,13.35,13.49,0.0%,0.0,13.49,Card,1
2024-02-08 23:46:26,G133BL,G415BX,7.851,16.43,16.09,0.0%,0.0,16.09,Card,1
2024-02-09 00:00:05,G22EH,G13QX,1.47,8.5,8.51,0.0%,0.0,8.51,Unknown,1
2024-02-09 00:28:41,G403QU,G157RP,18.539,29.87,28.86,5.0%,1.44,30.3,Card,1
2024-02-09 00:46:50,G404AB,G214UQ,5.874,15.32,14.22,0.0%,0.0,14.22,Card,1
2024-02-09 01:28:51,G133NT,G427JX,11.254,19.85,19.85,5.0%,0.99,20.84,Card,2
2024-02-09 01:30:13,G116BE,G29ZX,5.418,20.65,15.76,0.0%,0.0,18.12,Cash,1
2024-02-09 01:56:23,G428DP,G208HG,8.279,22.1,18.42,0.0%,0.0,21.18,Unknown,3
2024-02-09 01:59:12,G140EL,G312TW,12.479,29.12,24.05,0.0%,0.0,24.05,Card,1
2024-02-09 02:27:20,G132ED,G26SD,8.031,15.23,15.8,5.0%,0.79,16.59,Card,1
2024-02-09 04:09:45,G209RA,G158LA,9.744,18.72,18.32,0.0%,0.0,18.32,Card,2
2024-02-09 05:07:28,G49SQ,G513DB,8.786,13.9,15.9,0.0%,0.0,15.9,Card,2
2024-02-09 05:19:54,G36ED,G131SH,5.905,16.73,14.74,0.0%,0.0,14.74,Card,2
2024-02-09 05:20:56,G225NB,G158BX,11.374,25.8,22.05,0.0%,0.0,22.05,Card,1
2024-02-09 05:22:09,G420PS,G522JF,9.432,12.75,15.98,0.0%,0.0,15.98,Card,1
2024-02-09 05:22:49,G129LR,G225AS,4.062,12.27,11.78,15.0%,1.77,13.55,Card,1
2024-02-09 05:29:32,G413SB,G513SJ,5.253,11.53,12.41,0.0%,0.0,12.41,Card,1
2024-02-09 05:37:19,G133YG,G207SB,6.498,17.15,15.33,0.0%,0.0,15.33,Card,1
2024-02-09 05:41:32,G212HG,G524HS,15.524,16.65,21.93,0.0%,0.0,21.93,Cash,1
2024-02-09 05:44:49,G134HH,G128SP,7.349,17.42,16.07,0.0%,0.0,16.07,Card,1
2024-02-09 05:51:46,G514NZ,G23AL,7.398,14.43,15.05,0.0%,0.0,15.05,Card,1
2024-02-09 06:08:22,G522HW,G15PS,8.384,18.85,16.25,0.0%,0.0,16.25,Card,1
2024-02-09 06:15:20,G115HN,G226RL,3.762,11.9,10.33,0.0%,0.0,10.33,Card,2
2024-02-09 06:26:18,G420EQ,G521LG,9.013,15.7,15.61,5.0%,0.78,16.39,Card,2
2024-02-09 06:32:19,G522QH,G212TL,14.538,25.05,23.05,5.0%,1.15,24.2,Card,1
2024-02-09 06:44:26,G235AE,G403RW,9.599,25.08,19.36,5.0%,0.97,20.33,Card,2
2024-02-09 06:53:18,G131HN,G415BQ,7.541,15.03,14.27,10.0%,1.43,15.7,Card,1
2024-02-09 06:55:15,G514QP,G22NR,6.964,11.97,12.75,0.0%,0.0,12.75,Cash,2
2024-02-09 07:12:14,G513AL,G214LG,9.982,39.25,24.65,5.0%,1.23,25.88,Card,1
2024-02-09 07:28:32,G427BA,G209QX,7.173,31.2,19.7,0.0%,0.0,19.7,Card,1
2024-02-09 07:41:28,G311QJ,G120XS,8.828,30.28,20.62,0.0%,0.0,20.62,Card,2
2024-02-09 07:46:55,G521DZ,G206RW,8.112,25.88,18.53,0.0%,0.0,18.53,Cash,1
2024-02-09 08:09:06,G428UD,G116EW,6.756,31.23,19.4,0.0%,0.0,19.4,Card,2
2024-02-09 08:13:02,G28PW,G11HE,2.338,19.45,11.93,10.0%,1.19,13.12,Card,2
2024-02-09 08:20:39,G200AR,G133SG,4.99,23.83,15.46,0.0%,0.0,15.46,Card,1
2024-02-09 08:45:37,G40HT,G411BA,5.579,21.13,14.95,5.0%,0.75,15.7,Card,2
2024-02-09 08:51:13,G50AT,G29TN,4.093,22.47,14.31,0.0%,0.0,16.46,Cash,2
2024-02-09 08:56:10,G158AJ,G208JS,8.768,26.4,19.2,5.0%,0.96,20.16,Card,1
2024-02-09 09:36:16,G315BU,G513EY,13.285,30.37,23.99,0.0%,0.0,23.99,Card,2
2024-02-09 09:52:03,G40LR,G312NX,3.137,23.15,13.83,5.0%,0.69,14.52,Card,1
2024-02-09 09:58:12,G128HH,G214JL,5.756,24.8,16.38,0.0%,0.0,16.38,Card,1
2024-02-09 10:12:24,G11QF,G412QG,3.846,13.65,11.01,0.0%,0.0,11.01,Card,2
2024-02-09 10:15:24,G415HF,G140TW,7.602,11.8,13.17,0.0%,0.0,13.17,Card,1
2024-02-09 10:19:17,G120AA,G514XQ,3.806,7.93,8.96,0.0%,0.0,8.96,Unknown,2
2024-02-09 10:24:06,G158AF,G21RW,10.803,28.67,21.53,0.0%,0.0,21.53,Card,1
2024-02-09 11:01:00,G115EE,G511HR,3.93,13.87,11.15,0.0%,0.0,11.15,Cash,2
2024-02-09 11:29:41,G209TX,G524JB,13.337,17.5,19.49,0.0%,0.0,19.49,Unknown,1
2024-02-09 11:36:37,G49YQ,G128SY,1.769,5.9,6.71,5.0%,0.34,7.05,Card,1
2024-02-09 11:41:58,G115PS,G427SA,8.082,14.42,14.46,0.0%,0.0,14.46,Card,2
2024-02-09 12:11:34,G134TA,G208NR,6.523,16.33,13.96,5.0%,0.7,14.66,Card,1
2024-02-09 12:35:09,G149AB,G23JU,7.431,12.4,13.25,0.0%,0.0,13.25,Card,2
2024-02-09 12:37:19,G313SA,G213UX,4.851,8.98,10.11,0.0%,0.0,10.11,Card,1
2024-02-09 13:03:55,G514DA,G115JP,6.339,14.7,13.25,0.0%,0.0,13.25,Unknown,2
2024-02-09 13:04:38,G412DA,G401AT,5.01,15.88,12.67,5.0%,0.63,13.3,Card,2
2024-02-09 13:19:32,G59AQ,G208LS,5.58,14.95,12.77,10.0%,1.28,14.05,Card,1
2024-02-09 13:35:27,G313JE,G315RA,3.297,9.28,9.05,0.0%,0.0,9.96,Unknown,1
2024-02-09 14:02:59,G40RF,G134JE,14.223,22.37,21.87,0.0%,0.0,21.87,Card,2
2024-02-09 14:20:20,G226DP,G128RP,3.719,10.75,9.89,10.0%,0.99,10.88,Card,2
2024-02-09 14:50:18,G429ES,G40XW,6.503,17.43,14.34,0.0%,0.0,14.34,Card,3
2024-02-09 14:55:51,G227PX,G315DA,9.665,23.18,18.74,15.0%,2.81,21.55,Card,1
2024-02-09 15:15:47,G513LX,G428QZ,5.758,15.47,13.08,5.0%,0.65,13.73,Card,1
2024-02-09 15:19:58,G156QL,G200PD,6.084,13.27,12.55,0.0%,0.0,12.55,Cash,1
2024-02-09 15:26:13,G156AQ,G213AY,11.29,23.67,20.13,5.0%,1.01,21.14,Card,1
2024-02-09 15:57:30,G213SJ,G311PZ,6.322,13.62,12.85,10.0%,1.28,14.13,Card,1
2024-02-09 16:15:46,G225PE,G415HH,9.733,28.42,20.64,0.0%,0.0,21.67,Cash,3
2024-02-09 16:26:14,G133XH,G312TY,10.837,40.33,25.68,0.0%,0.0,25.68,Unknown,2
2024-02-09 16:41:01,G429EL,G402JS,5.63,27.32,17.18,0.0%,0.0,17.18,Cash,2
2024-02-09 16:53:29,G313RN,G429BB,6.781,28.05,18.3,5.0%,0.92,19.22,Card,2
2024-02-09 16:54:34,G129BB,G411AR,7.785,32.43,20.6,15.0%,3.09,23.69,Card,1
2024-02-09 17:05:03,G23LW,G209RP,3.966,21.87,14.0,0.0%,0.0,15.4,Cash,1
2024-02-09 17:12:13,G412RT,G200QN,8.638,33.28,21.54,0.0%,0.0,21.54,Card,1
2024-02-09 17:14:00,G313NR,G413RJ,11.713,29.22,22.41,5.0%,1.12,23.53,Card,1
2024-02-09 17:26:10,G129AP,G412NL,7.109,27.2,18.24,0.0%,0.0,18.24,Card,1
2024-02-09 17:31:25,G214XX,G120LQ,6.722,27.53,18.07,0.0%,0.0,18.07,Card,2
2024-02-09 17:51:24,G420DX,G208DN,11.405,37.25,25.02,10.0%,2.5,27.52,Card,1
2024-02-09 18:07:50,G24LW,G116SW,4.91,19.22,13.77,0.0%,0.0,15.84,Cash,1
2024-02-09 18:15:35,G521ND,G208HG,11.104,30.92,22.55,0.0%,0.0,22.55,Cash,1
2024-02-09 18:44:22,G208QJ,G208XU,1.398,14.23,9.38,15.0%,1.41,10.79,Card,2
2024-02-09 19:06:35,G522BU,G225DB,12.11,20.55,19.64,0.0%,0.0,19.64,Card,1
2024-02-09 19:09:44,G413HP,G134DH,13.219,24.52,21.88,5.0%,1.09,22.97,Card,1
2024-02-09 19:30:53,G206HG,G50PZ,5.003,10.05,10.6,0.0%,0.0,10.6,Card,1
2024-02-09 19:47:46,G313BZ,G120XZ,8.287,17.08,15.55,0.0%,0.0,15.55,Card,1
2024-02-09 20:16:05,G513DZ,G115ED,5.131,13.45,11.9,0.0%,0.0,12.5,Unknown,1
2024-02-09 20:30:39,G50NF,G157DA,13.884,24.9,22.51,5.0%,1.13,23.64,Card,2
2024-02-09 20:34:50,G403HA,G207QS,7.756,16.0,14.77,5.0%,0.74,15.51,Card,1
2024-02-09 20:47:35,G40NG,G214QZ,3.096,8.37,8.58,0.0%,0.0,8.58,Card,1
2024-02-09 20:52:57,G513AW,G312RF,8.692,23.5,18.12,0.0%,0.0,18.12,Card,1
2024-02-09 21:00:45,G213HX,G120TT,7.284,16.73,14.67,0.0%,0.0,16.14,Cash,2
2024-02-09 21:01:38,G513AW,G513AP,0.045,0.25,3.42,0.0%,0.0,3.59,Cash,1
2024-02-09 21:04:12,G29UW,G129LF,4.836,17.02,12.94,0.0%,0.0,12.94,Unknown,1
2024-02-09 21:36:48,G227JJ,G212BF,5.847,14.07,12.66,0.0%,0.0,12.66,Cash,1
2024-02-09 21:45:11,G402ST,G37DW,3.597,12.8,10.52,5.0%,0.53,11.05,Card,1
2024-02-09 21:51:25,G412JQ,G225PJ,7.374,20.67,16.13,10.0%,1.61,17.74,Card,2
2024-02-09 21:52:12,G312DL,G213BF,4.145,12.02,10.66,0.0%,0.0,11.19,Cash,1
2024-02-09 22:08:57,G129LX,G50ST,7.576,18.08,15.37,15.0%,2.31,17.68,Card,1
2024-02-09 22:12:24,G140TA,G156SR,4.761,10.08,10.43,0.0%,0.0,11.47,Unknown,1
2024-02-09 22:15:19,G40HS,G403JW,5.689,17.68,13.81,0.0%,0.0,14.5,Cash,2
2024-02-09 22:20:43,G513QE,G11RU,7.637,18.2,15.46,0.0%,0.0,17.01,Cash,1
2024-02-09 22:25:54,G36UJ,G131XB,8.857,14.53,15.08,0.0%,0.0,15.08,Card,1
2024-02-09 22:49:33,G413QB,G38DS,6.255,17.8,14.28,0.0%,0.0,14.99,Cash,1
2024-02-09 22:54:15,G413SN,G133BU,10.861,19.32,18.27,0.0%,0.0,18.27,Card,1
2024-02-09 23:43:07,G134HW,G133DA,2.503,5.78,8.32,0.0%,0.0,8.32,Card,1
2024-02-09 23:44:53,G522JN,G402RZ,11.412,20.65,20.26,0.0%,0.0,20.26,Card,1
2024-02-10 00:00:54,G211XE,G314PN,8.556,22.28,18.69,0.0%,0.0,18.69,Card,2
2024-02-10 00:02:19,G128QE,G132LB,5.38,15.8,14.02,0.0%,0.0,14.02,Card,1
2024-02-10 00:05:57,G117TP,G523DP,5.497,11.13,12.46,0.0%,0.0,12.46,Card,1
2024-02-10 00:09:34,G512DD,G149AX,5.447,12.63,12.95,10.0%,1.3,14.25,Card,1
2024-02-10 00:18:29,G13SJ,G514GD,6.498,10.63,13.03,0.0%,0.0,13.03,Card,1
2024-02-10 00:38:55,G213UR,G117XF,11.828,18.28,19.73,0.0%,0.0,19.73,Card,1
2024-02-10 00:45:50,G140NN,G133AT,1.769,3.65,7.02,0.0%,0.0,7.02,Card,1
2024-02-10 01:15:17,G116NY,G225PA,4.261,13.33,12.31,0.0%,0.0,12.93,Unknown,1
2024-02-10 01:45:56,G225DF,G27NP,6.434,10.82,13.05,0.0%,0.0,13.05,Card,2
2024-02-10 01:49:03,G25HS,G429RF,8.859,17.2,17.12,0.0%,0.0,17.12,Cash,2
2024-02-10 03:14:07,G427BF,G50NT,2.712,7.67,9.14,0.0%,0.0,9.14,Unknown,1
2024-02-10 03:27:24,G157RQ,G412NA,13.683,25.55,23.69,0.0%,0.0,23.69,Card,1
2024-02-10 04:16:27,G133SB,G512YU,6.76,13.88,14.37,0.0%,0.0,14.37,Card,2
2024-02-10 04:49:00,G226SR,G314SF,9.213,22.05,19.1,10.0%,1.91,21.01,Card,2
2024-02-10 05:10:38,G523JY,G129BE,8.161,18.5,17.06,0.0%,0.0,17.06,Card,1
2024-02-10 05:32:32,G134AJ,G208EL,6.533,16.12,15.0,0.0%,0.0,15.0,Cash,2
2024-02-10 05:35:56,G314PX,G402DR,4.171,11.45,11.57,0.0%,0.0,11.57,Card,1
2024-02-10 06:06:44,G522QY,G315NX,16.413,23.3,23.84,0.0%,0.0,23.84,Unknown,1
2024-02-10 06:39:22,G429TY,G117LQ,10.027,20.32,18.0,10.0%,1.8,19.8,Card,2
2024-02-10 06:40:06,G311RB,G208LF,7.365,16.5,14.65,0.0%,0.0,14.65,Card,1
2024-02-10 06:43:33,G513SR,G120BX,6.52,14.23,13.22,0.0%,0.0,13.22,Card,1
2024-02-10 06:45:21,G49EE,G131RP,4.462,13.3,11.35,0.0%,0.0,11.35,Card,1
2024-02-10 06:55:06,G49TJ,G208AD,4.448,12.92,11.2,0.0%,0.0,11.2,Card,2
2024-02-10 07:05:05,G401HT,G157NZ,18.337,35.95,29.76,0.0%,0.0,31.25,Unknown,1
2024-02-10 07:10:08,G401JG,G149JQ,11.587,26.37,21.31,15.0%,3.2,24.51,Card,1
2024-02-10 07:12:40,G311JZ,G208DP,7.796,25.65,18.21,0.0%,0.0,18.21,Cash,1
2024-02-10 07:21:37,G413WN,G23NX,6.153,34.67,20.16,10.0%,2.02,22.18,Card,1
2024-02-10 07:25:51,G512EP,G156AZ,11.003,28.32,21.56,0.0%,0.0,21.56,Card,1
2024-02-10 07:26:53,G412ED,G158PT,14.483,34.73,26.43,5.0%,1.32,27.75,Card,2
2024-02-10 08:22:25,G158PL,G235EB,8.308,28.48,19.59,5.0%,0.98,20.57,Card,2
2024-02-10 08:24:03,G521LY,G40NP,8.318,33.85,21.5,0.0%,0.0,21.5,Card,1
2024-02-10 08:32:07,G140PZ,G428JT,11.828,33.12,23.87,0.0%,0.0,23.87,Card,2
2024-02-10 08:32:57,G129LQ,G157HN,7.081,24.52,17.27,0.0%,0.0,17.27,Cash,1
2024-02-10 08:33:37,G116PD,G514NZ,5.14,18.72,13.77,10.0%,1.38,15.15,Card,1
2024-02-10 08:49:13,G213LD,G513UP,13.781,32.42,25.09,0.0%,0.0,25.09,Card,2
2024-02-10 08:55:18,G134AD,G312UG,14.528,45.05,30.11,0.0%,0.0,30.11,Card,1
2024-02-10 08:56:07,G115EF,G311AJ,7.774,37.18,22.27,5.0%,1.11,23.38,Card,1
2024-02-10 09:28:15,G427BL,G312PS,4.998,22.63,15.04,0.0%,0.0,15.04,Card,1
2024-02-10 09:43:47,G404AB,G209AH,8.56,28.92,19.94,0.0%,0.0,19.94,Card,2
2024-02-10 09:56:36,G23HU,G227HJ,5.651,27.12,17.12,0.0%,0.0,17.98,Cash,1
2024-02-10 09:59:10,G523SQ,G134PA,8.942,24.65,18.72,0.0%,0.0,18.72,Card,1
2024-02-10 10:11:55,G314BD,G23LG,7.297,15.1,14.11,10.0%,1.41,15.52,Card,1
2024-02-10 10:49:29,G414DQ,G158PE,14.694,25.47,23.32,0.0%,0.0,23.32,Card,2
2024-02-10 10:51:59,G128RZ,G157BE,8.43,20.68,16.93,0.0%,0.0,16.93,Card,1
2024-02-10 11:16:06,G226EP,G24ET,4.297,12.13,10.81,0.0%,0.0,10.81,Card,1
2024-02-10 11:17:08,G40HT,G149RX,7.186,11.25,12.66,0.0%,0.0,12.66,Cash,1
2024-02-10 11:21:54,G207LR,G414EH,8.027,12.63,13.78,5.0%,0.69,14.47,Card,1
2024-02-10 11:23:51,G429QG,G36DR,6.193,17.1,13.99,10.0%,1.4,15.39,Card,1
2024-02-10 12:20:29,G22EJ,G524DB,11.823,15.3,17.57,0.0%,0.0,17.57,Unknown,1
2024-02-10 12:48:07,G132AH,G21JS,8.159,25.07,18.28,0.0%,0.0,18.28,Card,1
2024-02-10 13:10:37,G149AP,G225DQ,10.446,19.88,18.16,0.0%,0.0,18.16,Card,1
2024-02-10 13:21:42,G133AR,G131JR,3.256,7.93,8.54,10.0%,0.85,9.39,Card,2
2024-02-10 13:22:58,G13LH,G49UE,3.208,14.65,10.88,0.0%,0.0,10.88,Card,2
2024-02-10 13:34:02,G132RB,G522SF,8.045,17.23,15.42,0.0%,0.0,15.42,Card,1
2024-02-10 13:49:16,G120UX,G213NU,8.194,21.2,16.94,0.0%,0.0,17.79,Cash,1
2024-02-10 13:58:22,G23AD,G116QW,3.721,15.43,11.54,0.0%,0.0,11.54,Card,2
2024-02-10 14:02:49,G129JF,G314HA,18.935,22.43,25.43,0.0%,0.0,25.43,Card,2
2024-02-10 14:18:49,G129LH,G311DX,7.22,20.65,16.01,5.0%,0.8,16.81,Card,3
2024-02-10 15:04:13,G412SZ,G524DE,10.292,16.33,16.79,0.0%,0.0,16.79,Card,2
2024-02-10 15:18:17,G513LT,G511NE,3.152,7.92,8.46,0.0%,0.0,8.46,Unknown,1
2024-02-10 15:29:09,G134RN,G116RB,4.551,8.52,9.72,5.0%,0.49,10.21,Card,2
2024-02-10 15:59:29,G513SZ,G49YB,7.589,15.85,14.59,0.0%,0.0,14.59,Unknown,1
2024-02-10 16:04:33,G213LA,G315BS,6.334,23.02,16.18,15.0%,2.43,18.61,Card,2
2024-02-10 16:06:16,G59QJ,G131UW,8.206,20.42,16.67,0.0%,0.0,16.67,Card,1
2024-02-10 16:14:17,G140UG,G212QE,10.014,32.53,22.3,5.0%,1.12,23.42,Card,2
2024-02-10 16:14:39,G226DW,G133NE,8.273,29.33,19.87,0.0%,0.0,19.87,Card,1
2024-02-10 16:17:31,G429UN,G206QY,8.077,30.83,20.25,0.0%,0.0,20.25,Card,1
2024-02-10 16:24:01,G235JL,G212EU,8.43,27.8,19.45,0.0%,0.0,19.45,Unknown,3
2024-02-10 16:27:30,G132PL,G128PF,5.301,23.48,15.57,0.0%,0.0,15.57,Card,1
2024-02-10 16:34:06,G156SL,G208DH,6.469,22.92,16.25,5.0%,0.81,17.06,Card,1
2024-02-10 16:53:50,G513YD,G420AL,9.001,26.7,19.48,0.0%,0.0,21.43,Cash,1
2024-02-10 17:18:02,G149AP,G403DN,12.469,26.68,22.08,0.0%,0.0,22.08,Card,1
2024-02-10 17:31:04,G140BP,G132TY,2.929,16.6,11.36,0.0%,0.0,11.36,Card,1
2024-02-10 17:31:54,G117PU,G213QZ,10.224,37.05,24.06,0.0%,0.0,24.06,Cash,2
2024-02-10 17:58:49,G50QL,G131FH,10.047,30.75,21.7,0.0%,0.0,21.7,Unknown,1
2024-02-10 18:00:16,G523RN,G514NZ,3.333,20.72,13.12,0.0%,0.0,13.12,Cash,2
2024-02-10 18:03:39,G311SF,G158QR,17.405,38.18,29.84,0.0%,0.0,29.84,Card,2
2024-02-10 18:09:12,G49RR,G413NF,7.0,27.73,18.35,5.0%,0.92,19.27,Card,2
2024-02-10 18:17:58,G513SR,G11AD,7.696,30.35,19.8,0.0%,0.0,19.8,Card,1
2024-02-10 18:19:50,G207HH,G524XZ,12.208,24.7,21.18,5.0%,1.06,22.24,Card,1
2024-02-10 18:30:44,G511QL,G206TD,7.036,26.02,17.77,10.0%,1.78,19.55,Card,1
2024-02-10 18:46:59,G311UA,G14ET,2.863,17.7,11.7,5.0%,0.58,12.28,Card,1
2024-02-10 18:55:54,G15LG,G120ND,6.777,33.52,20.23,5.0%,1.01,21.24,Card,2
2024-02-10 19:01:48,G512UU,G521BD,2.578,6.12,7.4,0.0%,0.0,7.4,Card,1
2024-02-10 19:31:35,G116SE,G521LN,8.468,9.23,12.91,0.0%,0.0,12.91,Card,2
2024-02-10 20:14:26,G511SN,G512PZ,0.953,2.6,4.93,0.0%,0.0,4.93,Card,2
2024-02-10 20:39:38,G158DS,G512NW,10.537,21.52,18.81,0.0%,0.0,18.81,Card,1
2024-02-10 21:07:01,G214XS,G38EL,7.298,15.43,14.23,0.0%,0.0,14.23,Card,1
2024-02-10 21:12:39,G429TB,G12AD,6.421,23.6,16.45,0.0%,0.0,16.45,Card,2
2024-02-10 21:16:34,G227PZ,G120QG,6.022,14.72,13.02,0.0%,0.0,13.02,Unknown,1
2024-02-10 22:02:32,G24PZ,G207BB,2.66,9.07,8.5,15.0%,1.27,9.77,Card,1
2024-02-10 22:24:34,G149QL,G402UD,8.494,20.18,16.8,0.0%,0.0,16.8,Cash,1
2024-02-10 22:32:09,G420DQ,G140QX,10.614,16.3,17.02,5.0%,0.85,17.87,Card,1
2024-02-10 22:34:07,G131FH,G209ED,5.453,15.17,12.75,0.0%,0.0,14.66,Cash,3
2024-02-10 22:35:23,G50NP,G514QF,9.108,14.0,15.08,0.0%,0.0,15.08,Card,2
2024-02-10 22:37:53,G209TX,G38BY,4.256,14.4,11.58,0.0%,0.0,11.58,Unknown,2
2024-02-10 22:49:49,G38RR,G311LR,4.863,17.08,12.98,0.0%,0.0,12.98,Unknown,1
2024-02-10 23:09:06,G513BU,G213AR,11.762,24.12,21.74,0.0%,0.0,21.74,Card,1
2024-02-10 23:20:25,G427JG,G11SH,3.665,13.05,11.76,0.0%,0.0,12.35,Cash,1
2024-02-10 23:21:59,G120AX,G207QG,4.176,13.07,12.15,0.0%,0.0,12.15,Card,1
2024-02-10 23:24:07,G207UZ,G411NP,6.315,14.83,14.38,0.0%,0.0,14.38,Card,1
2024-02-10 23:29:14,G120NG,G511DR,7.642,16.23,15.87,10.0%,1.59,17.46,Card,1
2024-02-10 23:33:22,G208LG,G404RW,13.016,21.53,21.77,0.0%,0.0,21.77,Card,1
2024-02-10 23:42:52,G29SF,G427LJ,4.19,14.95,12.82,0.0%,0.0,12.82,Card,2
2024-02-10 23:48:17,G25NW,G207TB,3.211,10.48,10.51,5.0%,0.53,11.04,Card,2
2024-02-10 23:53:51,G315EQ,G117JA,12.328,18.77,20.28,0.0%,0.0,21.29,Cash,1
2024-02-10 23:57:26,G402UN,G28PD,3.971,12.4,11.76,0.0%,0.0,11.76,Card,2
2024-02-10 23:58:40,G414ES,G133YQ,11.455,19.65,19.93,0.0%,0.0,19.93,Card,1
2024-02-11 00:16:38,G412NE,G414JA,1.901,4.93,7.57,0.0%,0.0,7.57,Card,2
2024-02-11 00:35:50,G413JS,G429JS,1.517,5.02,7.31,0.0%,0.0,7.31,Card,2
2024-02-11 00:40:07,G58DZ,G22SA,1.538,7.2,8.1,0.0%,0.0,8.1,Card,2
2024-02-11 01:06:27,G132XZ,G116HF,4.102,9.57,10.86,5.0%,0.54,11.4,Card,1
2024-02-11 01:18:57,G59RY,G511QP,3.877,10.95,11.18,0.0%,0.0,11.18,Unknown,1
2024-02-11 01:28:45,G24RZ,G225PB,3.584,12.68,11.57,5.0%,0.58,12.15,Card,2
2024-02-11 01:46:10,G414NA,G235HX,9.895,25.35,20.78,5.0%,1.04,21.82,Card,1
2024-02-11 01:54:55,G157QQ,G211SR,10.786,23.03,20.63,0.0%,0.0,20.63,Cash,2
2024-02-11 02:05:33,G235NE,G226LY,4.161,7.2,10.06,0.0%,0.0,10.06,Cash,1
2024-02-11 02:26:54,G116BQ,G206AH,3.249,12.53,11.26,0.0%,0.0,11.26,Card,2
2024-02-11 04:03:15,G27DN,G36TT,1.669,7.05,8.14,0.0%,0.0,8.14,Cash,1
2024-02-11 04:15:47,G402SQ,G213AE,5.352,13.9,13.33,0.0%,0.0,13.33,Card,1
2024-02-11 05:08:58,G200PW,G11SL,6.192,21.73,16.72,5.0%,0.84,17.56,Card,1
2024-02-11 05:19:01,G522DF,G209PX,9.024,18.85,17.83,0.0%,0.0,17.83,Card,2
2024-02-11 05:59:51,G49QU,G36NR,1.444,4.92,7.22,0.0%,0.0,7.58,Cash,2
2024-02-11 06:00:03,G512LH,G49HX,5.463,15.88,13.01,0.0%,0.0,14.31,Cash,1
2024-02-11 06:06:30,G131SQ,G156NA,3.605,8.4,8.97,0.0%,0.0,8.97,Card,2
2024-02-11 06:14:56,G129YH,G513PB,5.071,14.32,12.16,0.0%,0.0,12.16,Card,1
2024-02-11 06:18:13,G117BU,G120SW,2.434,6.75,7.51,0.0%,0.0,7.51,Card,2
2024-02-11 06:38:31,G213NJ,G115BX,8.701,21.62,17.46,10.0%,1.75,19.21,Card,2
2024-02-11 06:40:49,G401QB,G120FG,10.972,22.02,19.31,10.0%,1.93,21.24,Card,1
2024-02-11 06:53:21,G132ES,G522TG,8.054,16.53,15.18,0.0%,0.0,15.18,Card,1
2024-02-11 07:18:09,G28AN,G415AW,5.705,20.2,14.72,0.0%,0.0,14.72,Cash,2
2024-02-11 07:26:45,G208QZ,G24LW,4.56,26.52,16.09,15.0%,2.41,18.5,Card,2
2024-02-11 07:29:20,G38UQ,G50HY,6.769,25.85,17.51,5.0%,0.88,18.39,Card,2
2024-02-11 07:38:13,G131XJ,G29UF,7.195,31.17,19.71,0.0%,0.0,19.71,Card,2
2024-02-11 07:46:41,G38QD,G404JR,10.173,28.35,20.95,0.0%,0.0,20.95,Card,1
2024-02-11 07:48:48,G132YF,G206SQ,5.365,21.67,14.98,5.0%,0.75,15.73,Card,2
2024-02-11 07:49:27,G157JN,G207NR,8.332,28.08,19.47,0.0%,0.0,21.42,Unknown,2
2024-02-11 07:52:24,G157JJ,G414AL,16.463,38.52,29.26,0.0%,0.0,29.26,Card,2
2024-02-11 08:11:59,G514DQ,G50AB,7.685,23.0,17.19,5.0%,0.86,18.05,Card,1
2024-02-11 08:22:50,G513DN,G225JY,7.366,31.35,19.9,0.0%,0.0,19.9,Unknown,2
2024-02-11 08:25:20,G128JD,G40FA,4.276,23.3,14.74,15.0%,2.21,16.95,Card,2
2024-02-11 08:27:58,G117LG,G513BZ,3.347,19.52,12.71,0.0%,0.0,12.71,Cash,1
2024-02-11 08:30:05,G29TL,G313SR,3.859,20.78,13.54,0.0%,0.0,13.54,Card,1
2024-02-11 08:31:32,G428NN,G401HR,4.135,23.13,14.57,5.0%,0.73,15.3,Card,2
2024-02-11 08:48:37,G235QR,G522TZ,10.101,34.0,22.89,0.0%,0.0,22.89,Card,2
2024-02-11 09:28:49,G40RH,G158PH,16.167,34.72,27.69,0.0%,0.0,27.69,Card,1
2024-02-11 09:36:50,G312AQ,G209BW,7.724,30.1,19.73,0.0%,0.0,19.73,Card,1
2024-02-11 09:39:51,G512JW,G211YX,8.664,35.8,22.45,0.0%,0.0,23.57,Cash,1
2024-02-11 10:00:56,G314NE,G156PX,17.266,28.52,26.33,5.0%,1.32,27.65,Card,1
2024-02-11 10:23:39,G523LN,G412PY,6.918,18.5,15.03,0.0%,0.0,16.53,Cash,1
